fid,gbifID,species,decimalLat,decimalLon,month,year,1_Annual_Mean_Temp,2_Mean_Diurnal_Range,3_Isothermality,4_Temperature Seasonality,5_Max_Temp_Warmest_Month,6_Min_Temp_Coldest_Month,7_Temp_Annual_Range,8_Mean_Temp_Wettest_Quarter,9_Mean_Temp_Driest_Quarter,10_Mean_Temp_Warmest_Quarter,11_Mean_Temp_Coldest_Quarter,12_Annual_Precip,13_Precip_Wettest_Month,14_Precip_Driest_Month,15_Precip_Seasonality,16_Precip_Wettest_Quarter,17_Precip_Driest_Quarter,18_Precip_Warmest_Quarter,19_Precip_Coldest_Quarter,20_Elevation
214,1895442628,Bursera kerberi,20.6410713,-103.2230372,6,1994,20.05,17.1,63.33334,262.6958,33.3,6.3,27,22.15,19.58333,22.95,16.51667,917,250,4,120.03312,639,15,205,30,1647
215,1895442620,Bursera kerberi,18.4727619,-102.0362513,5,1967,25.6375,14.75833,76.07388,106.36826,35.2,15.8,19.4,26.1,25.11667,26.9,24.21667,839,191,1,113.73001,557,5,337,28,455
216,1895442611,Bursera kerberi,18.215589,-100.908936,7,1936,27.19583,14.69167,68.97496,150.8078,38.1,16.8,21.3,26.58333,27.83333,29.41667,25.81667,1062,260,1,119.12798,736,7,207,26,405
217,1895442603,Bursera kerberi,20.3107917,-103.9855627,10,1993,14.7,13.05,63.04348,210.65915,25.2,4.5,20.7,16.65,13.76667,16.98333,11.86667,1055,251,7,103.45484,644,27,472,57,2286
218,1895442601,Bursera kerberi,18.050003,-101.066675,4,1936,24.87083,14.125,69.92574,141.94203,35.2,15,20.2,24.56667,25.38333,26.93333,23.38333,1216,282,2,116.17523,820,9,237,27,873
219,1895442591,Bursera kerberi,19.851453,-104.2839068,6,1949,22.65,17.26667,66.15582,227.83568,35,8.9,26.1,24.33333,21.46667,25.01667,19.51667,932,222,3,112.02625,611,18,406,43,937
220,1895013563,Bursera kerberi,19.066389,-102.103333,9,1960,24.91667,16.53333,69.7609,160.35944,36.6,12.9,23.7,25.33333,24.6,26.95,22.83333,881,203,3,112.13153,574,11,183,31,488
221,1895013537,Bursera kerberi,19.239722,-102.063889,10,1962,23.15,16.21667,67.85217,172.87671,35.1,11.2,23.9,23.61667,22.86667,25.36667,20.93333,871,212,4,112.75256,568,13,187,29,872
222,1895013507,Bursera kerberi,20.827778,-104.395833,10,1990,22.825,16.96667,65.25642,233.35011,35.3,9.3,26,24.98333,21.71667,25.31667,19.63333,969,274,3,120.12946,674,19,472,45,956
223,1895013503,Bursera kerberi,18.776389,-100.428058,6,1983,26.94583,16.075,64.3,208.48436,39.7,14.7,25,26.33333,27.85,29.96667,24.86667,1110,255,3,116.45973,726,12,251,21,530
224,1895013495,Bursera kerberi,19.704333,-104.354472,6,1970,22.13333,16.03333,66.25345,220.09642,33.6,9.4,24.2,23.88333,20.88333,24.38333,19.11667,1052,242,3,112.05611,701,19,429,50,990
225,1895013492,Bursera kerberi,19.487778,-100.494444,10,1956,20.11667,16.5,66.80162,198.15436,32.3,7.6,24.7,21.31667,20.15,22.63333,17.53333,849,192,6,104.11765,524,26,206,35,1443
226,1895013486,Bursera kerberi,18.235278,-100.901111,7,1936,27.3125,14.80833,68.87597,152.36208,38.3,16.8,21.5,26.7,27.95,29.55,25.9,1049,257,1,119.20837,726,7,206,24,397
227,1895013485,Bursera kerberi,21.200556,-105.092778,9,1966,25.64583,13.225,67.82051,254.22307,33.9,14.4,19.5,28.2,24.71667,28.3,22.41667,1586,418,2,127.40989,1202,16,949,46,71
228,1895013482,Bursera kerberi,20.838889,-103.335556,9,1973,23.0625,17.70833,61.91725,292.7388,37,8.4,28.6,25.35,22.61667,26.4,19.16667,809,218,2,120.85667,570,12,177,28,1169
229,1895013475,Bursera kerberi,21.552222,-104.934167,6,1957,22.34583,15.775,67.12766,252.76163,33,9.5,23.5,24.91667,21.8,25.05,19.13333,1317,353,1,125.76961,987,11,852,74,831
230,1895013469,Bursera kerberi,21.158333,-103.473333,11,1962,22.61667,17.8,62.89753,292.85687,36.3,8,28.3,25.05,22.05,25.88333,18.75,783,215,2,120.65025,555,12,171,32,1306
231,1895013464,Bursera kerberi,19.764722,-104.395833,7,1949,22.2875,16.04167,67.11994,215.63991,33.5,9.6,23.9,24.06667,21.01667,24.43333,19.31667,1084,248,3,111.05189,718,20,437,52,949
232,1895013453,Bursera kerberi,20.753056,-103.303056,6,1970,22.25,17.73333,62.66195,278.77982,36,7.7,28.3,24.45,21.78333,25.36667,18.51667,812,220,2,120.73466,571,11,178,28,1265
233,1895013434,Bursera kerberi,19.390833,-100.461944,7,1978,20.2875,15.95833,66.49305,184.81102,32.4,8.4,24,21.2,20.46667,22.76667,18,891,197,4,105.38577,548,25,217,33,1449
234,1895013430,Bursera kerberi,21.079167,-104.571667,5,1974,22.6625,16.99167,64.85369,253.49487,35.1,8.9,26.2,25.15,23.05,25.21667,19.2,963,275,2,120.90176,662,13,450,56,890
235,1895013419,Bursera kerberi,21.065361,-104.517083,7,1965,22.17917,17.24167,64.81829,247.0228,34.9,8.3,26.6,24.58333,22.68333,24.73333,18.81667,1003,293,2,123.11002,698,15,481,48,1009
236,1895013414,Bursera kerberi,20.762778,-103.303889,11,1962,22.38333,17.88333,62.52914,281.07208,36.3,7.7,28.6,24.6,21.91667,25.55,18.63333,811,219,2,120.56779,569,12,178,28,1237
237,1895013404,Bursera kerberi,19.523889,-103.307222,12,1959,21.75417,16.10833,65.48103,208.37531,33.5,8.9,24.6,23.15,20.75,23.96667,18.85,967,211,2,108.75731,606,11,414,46,1208
238,1895013390,Bursera kerberi,19.524167,-103.308889,6,1957,21.8,16.21667,65.38979,210.05411,33.6,8.8,24.8,23.21667,20.8,24.03333,18.86667,968,211,2,108.61355,607,11,413,47,1208
239,1895013370,Bursera kerberi,20.217778,-103.363056,6,1957,19.30833,13.18333,61.03395,240.66039,29.9,8.3,21.6,21.43333,18.53333,21.86667,16,768,199,3,115.47316,515,13,377,30,1537
240,1895013365,Bursera kerberi,18.390833,-102.226944,12,1968,24.28333,14.16667,73.40242,119.75985,33.8,14.5,19.3,24.9,23.73333,25.71667,22.71667,884,199,2,113.92496,587,6,362,29,629
241,1895013344,Bursera kerberi,19.863889,-104.305556,6,1949,22.125,17.16667,66.02563,227.90051,34.4,8.4,26,23.8,20.9,24.48333,19,909,219,3,111.4654,594,17,399,45,1032
242,1893968883,Bursera kerberi,19.787778,-104.244722,7,2002,22.83333,17.11667,66.86198,230.0428,34.7,9.1,25.6,24.65,21.56667,25.15,19.66667,907,214,2,112.51035,597,18,393,43,923
243,1893968869,Bursera kerberi,19.691944,-104.411944,9,1994,20.82083,14.525,67.24537,201.07051,30.8,9.2,21.6,22.61667,19.4,22.85,18.13333,1078,253,3,111.70215,721,20,663,54,1159
244,1893968856,Bursera kerberi,19.855833,-104.348611,5,1997,18.475,15.38333,66.02289,194.49818,29.7,6.4,23.3,19.96667,17.2,20.51667,15.86667,1128,267,5,106.99438,720,24,477,64,1758
245,1893968850,Bursera kerberi,19.677778,-104.019444,9,1993,21.18333,15.76667,66.52602,197.8904,32.5,8.8,23.7,22.6,20.08333,23.23333,18.46667,946,226,4,108.40661,607,19,412,61,1292
246,1893968849,Bursera kerberi,19.687778,-104.3225,8,1988,22.275,16.08333,65.9153,219.47769,33.9,9.5,24.4,23.95,21.1,24.55,19.26667,1040,237,2,112.28681,693,18,424,50,955
247,1893968847,Bursera kerberi,19.666268,-103.999496,6,1998,22.97083,16.74167,67.50672,198.95702,34.7,9.9,24.8,24.36667,21.91667,25.03333,20.21667,744,177,2,108.09554,472,15,331,47,996
248,1893968839,Bursera kerberi,19.779444,-104.264444,12,2002,22.625,17.05,67.12598,225.83684,34.5,9.1,25.4,24.4,21.36667,24.91667,19.53333,913,217,2,112.56618,602,17,396,43,979
249,1893968838,Bursera kerberi,19.698611,-104.370278,8,1993,21.475,15.46667,66.09686,215.57008,32.5,9.1,23.4,23.23333,20.18333,23.65,18.53333,1048,245,3,112.33904,701,18,430,51,1080
250,1893968832,Bursera kerberi,19.575,-103.811111,10,1994,22.51667,17.5,68.09339,190.42216,34.8,9.1,25.7,23.83333,21.46667,24.55,19.9,869,199,2,107.16358,552,13,369,55,1154
251,1893968831,Bursera kerberi,19.802485,-104.315255,7,2000,22.70833,16.96667,67.32804,218.74469,34.5,9.3,25.2,24.41667,21.43333,24.9,19.7,959,226,3,112.06927,633,19,409,45,969
252,1893968802,Bursera kerberi,19.748056,-104.468333,6,2001,21.63333,14.65,67.51152,199.4462,31.7,10,21.7,23.38333,20.25,23.65,18.96667,1141,263,3,112.25731,767,20,692,53,978
253,1893968799,Bursera kerberi,19.846667,-104.346667,5,1997,19.74167,16,66.66666,204.75966,31.2,7.2,24,21.31667,18.45,21.85,16.96667,1039,247,4,108.00053,668,21,442,58,1515
254,1893968795,Bursera kerberi,19.687778,-104.034722,9,1992,22.25417,16.175,66.56379,202.79253,33.8,9.5,24.3,23.7,21.23333,24.35,19.45,792,189,2,108.78502,506,16,352,50,1051
255,1893968773,Bursera kerberi,19.863611,-104.196389,9,1995,20.925,16.7,65.4902,223.08273,33.1,7.6,25.5,23,19.73333,23.23333,17.86667,855,206,4,109.55518,548,17,384,46,1258
256,1893968771,Bursera kerberi,19.842028,-104.382556,8,1994,18.84167,15.38333,66.02289,199.69106,30,6.7,23.3,20.41667,17.56667,20.91667,16.15,1109,262,4,107.35868,712,23,465,65,1635
257,1893968770,Bursera kerberi,19.379444,-103.846389,9,1990,21.81667,15.05,68.72146,180.24393,32,10.1,21.9,23.25,20.61667,23.66667,19.36667,976,221,2,109.04806,638,11,391,54,1121
258,1893640769,Bursera kerberi,21.032222,-103.361667,5,2001,22.15833,16.95,62.77778,273.08701,35.3,8.3,27,24.31667,21.63333,25.26667,18.53333,793,217,2,120.8222,561,12,175,30,1362
259,1893640766,Bursera kerberi,20.723333,-103.293333,7,1990,20.7625,16.59167,63.5696,259.17813,33.5,7.4,26.1,22.85,20.16667,23.55,17.25,906,247,4,122.07613,641,14,204,29,1544
260,1893640764,Bursera kerberi,19.235,-101.456667,9,1982,19.62083,16.425,67.59259,181.67728,31.5,7.2,24.3,20.26667,19.55,21.86667,17.25,1086,258,4,110.66938,698,18,237,36,1636
261,1893640763,Bursera kerberi,21.076111,-103.476944,6,2001,22.44167,17.65,63.71841,277.56107,35.9,8.2,27.7,24.75,21.85,25.51667,18.76667,786,212,2,119.03901,552,13,173,34,1379
262,1893640762,Bursera kerberi,19.569104,-103.796054,10,1994,21.76667,17.01667,67.52646,193.89938,33.8,8.6,25.2,23.13333,20.7,23.85,19.11667,944,215,3,107.23934,601,14,399,59,1249
263,1893640761,Bursera kerberi,21.063333,-104.501667,8,1970,22.35833,17.58333,64.64461,250.16208,35.4,8.2,27.2,24.76667,22.95,24.96667,18.95,999,292,2,122.87968,695,15,479,48,1002
264,1893640759,Bursera kerberi,19.770833,-104.369444,5,1982,22.91667,16.88333,67.26427,221.15742,34.7,9.6,25.1,24.71667,21.6,25.13333,19.88333,1084,244,3,110.19678,711,20,434,51,919
265,1893640756,Bursera kerberi,21.036389,-103.401389,5,2001,24.12083,17.925,61.81035,297.37839,38.1,9.1,29,26.43333,23.66667,27.56667,20.2,832,224,2,121.81159,592,11,182,32,1087
266,1893640755,Bursera kerberi,19.527222,-103.438056,6,1989,21.91667,16.58333,65.54678,221.80389,33.8,8.5,25.3,24.08333,20.68333,24.26667,18.86667,904,198,2,107.63445,562,11,385,52,1081
267,1893640753,Bursera kerberi,20.883333,-103.836667,10,1984,23.44167,18.21667,63.69464,286.41858,37.4,8.8,28.6,25.86667,22.83333,26.6,19.61667,821,222,2,120.6672,580,13,177,35,1202
268,1893640751,Bursera kerberi,19.861667,-104.48,8,1993,16.575,14.36667,65.00754,201.51132,27.2,5.1,22.1,18.25,15.26667,18.66667,13.9,1246,292,5,107.51224,804,25,509,70,1910
269,1893640749,Bursera kerberi,19.632483,-103.793769,10,1997,21.49583,17.54167,66.95293,202.04027,34,7.8,26.2,22.86667,20.45,23.68333,18.71667,946,213,4,105.44919,594,17,399,63,1305
270,1893640748,Bursera kerberi,18.021166,-101.135619,6,1983,24.06667,14.13333,68.94308,156.18076,34.5,14,20.5,23.96667,24.51667,26.28333,22.3,1140,273,2,115.5324,764,8,230,27,1075
