species,decimalLongitude,decimalLatitude,month,year,gbifID,geometry,elev,bio_03,bio_05,bio_06,bio_10,bio_13,bio_14,bio_17,bio_18,bio_19
Icterus auratus,-90.1944,20.782185,9,2019,2779277047,"c(-90.1944, 20.782185)",5,24.16666603088379,143,12,306,70.67395782470703,172.18295288085938,18.299999237060547,27.733333587646484,26.19999885559082
Icterus auratus,-90.39783,20.852716,2,2019,2778643186,"c(-90.39783, 20.852716)",2,24.066667556762695,140,8,271,70.30591583251953,174.04881286621094,15.799999237060547,27.96666717529297,25.766666412353516
Icterus auratus,-89.85718,19.58308,1,2010,277491798,"c(-89.85718, 19.58308)",142,22.733333587646484,219,22,289,64.92718505859375,214.2901153564453,20.600000381469727,26.96666717529297,23.649999618530273
Icterus auratus,-90.44117,20.202923,9,1995,277490555,"c(-90.44117, 20.202923)",5,23.950000762939453,199,14,377,67.124542236328125,191.0537109375,18.200000762939453,27.96666717529297,26.03333282470703
Icterus auratus,-89.672455,21.28132,5,2019,2770196255,"c(-89.672455, 21.28132)",2,23.33333396911621,128,19,214,65.94444274902344,185.1591339111328,15,27.116666793823242,25.133333206176758
Icterus auratus,-89.642944,20.1707,12,2009,276539694,"c(-89.642944, 20.1707)",71,22.683332443237305,202,22,283,66.6271743774414,206.31092834472656,21.099998474121094,26.816665649414063,23.583332061767578
Icterus auratus,-88.90137,20.853678,11,2009,276449763,"c(-88.90137, 20.853678)",15,23.116666793823242,187,22,373,68.83333587646484,193.49066162109375,20,27.08333396911621,25.350000381469727
Icterus auratus,-88.15393,19.812735,5,2019,2763577032,"c(-88.15393, 19.812735)",21,23.58333396911621,203,38,443,70.92591857910156,175.43882751464844,18,27.08333396911621,25.133333206176758
Icterus auratus,-90.71201,18.962265,4,2019,2752438967,"c(-90.71201, 18.962265)",20,23.41666603088379,253,19,280,64.55094909667969,212.77523803710938,19.299999237060547,27.58333396911621,25.916667938232422
Icterus auratus,-89.26287,20.591452,5,2019,2750880955,"c(-89.26287, 20.591452)",17,23,187,26,277,67.49999237060547,203.62020874023438,21.000001907348633,27.08333396911621,23.849998474121094
Icterus auratus,-89.213806,19.8841,5,2019,2744976012,"c(-89.213806, 19.8841)",137,22.600000381469727,196,25,391,69.17057800292969,196.66537475585938,21.299999237060547,26.683332443237305,23.433334350585938
Icterus auratus,-90.69647,19.664349,5,2019,2739032503,"c(-90.69647, 19.664349)",33,23.600000381469727,228,15,254,64.57170104980469,199.6981658935547,17.899999618530273,27.600000381469727,25.850000381469727
Icterus auratus,-88.83263,20.550188,1,2019,2738247957,"c(-88.83263, 20.550188)",27,23.133333206176758,200,29,407,69.17475891113281,195.61090087890625,20.599998474121094,27.16666603088379,23.899999618530273
Icterus auratus,-88.51248,18.3225,4,2019,2736519074,"c(-88.51248, 18.3225)",11,23.399999618530273,211,26,536,69.17735290527344,172.47035217285156,15.600000381469727,27.433332443237305,25.200000762939453
Icterus auratus,-88.116234,20.700167,3,2019,2733356612,"c(-88.116234, 20.700167)",22,23.399999618530273,184,36,404,71.319793701171875,182.58248901367188,19.700000762939453,27.383333206176758,23.933334350585938
Icterus auratus,-87.92615,20.099688,2,2019,2730816614,"c(-87.92615, 20.099688)",20,23.433334350585938,193,39,422,71.22905731201172,174.12118530273438,17.89999771118164,26.900001525878906,24.983333587646484
Icterus auratus,-89.43369,18.410717000000002,4,2008,2729333381,"c(-89.43369, 18.410717)",273,22.266666412353516,199,25,358,70.5701675415039,188.80154418945313,19.000001907348633,25.766666412353516,24.46666717529297
Icterus auratus,-87.66959,18.783665,1,1991,2722894064,"c(-87.66959, 18.783665)",1,24.516666412353516,218,30,420,69.153228759765625,150.70225524902344,12.399999618530273,26.83333396911621,25.883333206176758
Icterus auratus,-90.1208,20.393688,7,2019,2720869217,"c(-90.1208, 20.393688)",8,23.983333587646484,185,18,259,69.34672546386719,184.29635620117188,19.900001525878906,27.633333206176758,26.25
Icterus auratus,-89.28844,20.204992,12,2019,2717628751,"c(-89.28844, 20.204992)",33,23.016666412353516,204,26,301,68.030303955078125,203.74708557128906,22,27.149999618530273,23.899999618530273
Icterus auratus,-88.40921,18.649689,11,2019,2716636230,"c(-88.40921, 18.649689)",14,23.483333587646484,160,25,425,70.12471771240234,164.26779174804688,14.700000762939453,27.366666793823242,25.149999618530273
Icterus auratus,-87.22032,21.415016,7,2017,2714733016,"c(-87.22032, 21.415016)",0,22.766666412353516,189,34,409,68.92570495605469,196.25418090820313,16.599998474121094,26.933332443237305,24.100000381469727
Icterus auratus,-86.73098,21.231533,7,2019,2692558791,"c(-86.73098, 21.231533)",5,23.600000381469727,194,37,397,63.29787826538086,186.93043518066406,14.099998474121094,27.516666412353516,24.700000762939453
Icterus auratus,-88.93382,21.311451,6,2019,2685619654,"c(-88.93382, 21.311451)",6,23.100000381469727,147,19,297,70.24432373046875,184.6351776123047,19.100000381469727,27.03333282470703,25.200000762939453
Icterus auratus,-88.0551,20.834242,3,2019,2674278657,"c(-88.0551, 20.834242)",21,23.33333396911621,179,39,409,71.880340576171875,181.52134704589844,19.5,27.33333396911621,23.899999618530273
Icterus auratus,-88.8619,21.046059,2,2019,2666816183,"c(-88.8619, 21.046059)",13,23.149999618530273,190,26,398,69.37393951416016,188.18309020996094,19.700000762939453,27.03333282470703,25.350000381469727
Icterus auratus,-88.35891,18.005749,12,2017,2652533943,"c(-88.35891, 18.005749)",18,23.66666603088379,245,40,568,67.03162384033203,166.24642944335938,13.700000762939453,27.133333206176758,25.299999237060547
Icterus auratus,-89.966667,19.716667,5,1952,2630678664,"c(-89.966667, 19.716667)",102,23.016666412353516,219,22,283,64.51219177246094,212.1476593017578,20.5,27.16666603088379,23.933334350585938
Icterus auratus,-89.106667,21.011667,3,1890,2630635660,"c(-89.106667, 21.011667)",12,22.983333587646484,171,19,347,67.76094818115234,197.53402709960938,19.799999237060547,27.066665649414063,25.28333282470703
Icterus auratus,-88.773315,20.621794,3,1898,2630629202,"c(-88.773315, 20.621794)",28,23.16666603088379,201,28,407,69.72361755371094,189.86192321777344,19.900001525878906,27.166667938232422,23.899999618530273
Icterus auratus,-88.25,19.716667,3,1953,2630547524,"c(-88.25, 19.716667)",26,23.583332061767578,202,36,389,70.973785400390625,174.35377502441406,17.799999237060547,27.066665649414063,25.183334350585938
Icterus auratus,-86.93425,20.312914,11,2018,2233133131,"c(-86.93425, 20.312914)",5,24,241,30,417,63.04071044921875,176.9239501953125,13.100000381469727,27.53333282470703,25.383333206176758
Icterus auratus,-89.48978,21.2318,5,2018,2232938019,"c(-89.48978, 21.2318)",8,23.149999618530273,140,21,253,66.335235595703125,195.84461975097656,17.599998474121094,26.816667556762695,25.350000381469727
Icterus auratus,-89.54444,20.251389,11,2018,2230261430,"c(-89.54444, 20.251389)",55,22.66666603088379,203,22,287,66.85779571533203,209.28945922851563,21.799999237060547,26.849998474121094,23.566665649414063
Icterus auratus,-90.26044,20.853539,12,2018,2224124270,"c(-90.26044, 20.853539)",4,23.933334350585938,139,10,282,70.28571319580078,178.95953369140625,17.5,27.816665649414063,25.883333206176758
Icterus auratus,-88.754745,19.63478,8,2018,2224065445,"c(-88.754745, 19.63478)",54,23.049999237060547,188,32,391,69.82758331298828,191.54229736328125,20.30000114440918,27.183332443237305,25.133333206176758
Icterus auratus,-88.63577,21.254343,11,2018,2223544536,"c(-88.63577, 21.254343)",7,23.233333587646484,184,31,414,70.94355773925781,179.01400756835938,18.899999618530273,27.016666412353516,25.21666717529297
Icterus auratus,-89.71494,20.469255,11,2018,2222954500,"c(-89.71494, 20.469255)",73,22.616666793823242,199,23,282,66.70524597167969,210.94081115722656,21.60000228881836,26.83333396911621,23.5
Icterus auratus,-89.045044,20.583284,11,2018,2220418437,"c(-89.045044, 20.583284)",22,23.08333396911621,194,28,402,68.0354232788086,198.73272705078125,20.700000762939453,27.116666793823242,23.883333206176758
Icterus auratus,-88.379395,18.529161,9,2018,2211357316,"c(-88.379395, 18.529161)",4,23.700000762939453,183,24,470,68.47319793701172,167.41517639160156,14.299999237060547,27.66666603088379,25.41666603088379
Icterus auratus,-87.747734,19.789307,1,1999,2211143198,"c(-87.747734, 19.789307)",11,23.75,200,39,415,70.51688385009766,167.11622619628906,15.799999237060547,27.183332443237305,25.166667938232422
Icterus auratus,-88.24477,18.30188,10,2018,2208268565,"c(-88.24477, 18.30188)",17,23.78333282470703,223,26,501,66.4102554321289,165.4310302734375,13,27.25,25.383333206176758
Icterus auratus,-87.96115,17.923979,9,2018,2206905570,"c(-87.96115, 17.923979)",2,24.58333396911621,215,39,449,62.03703308105469,149.17703247070313,10.80000114440918,26.899999618530273,25.933334350585938
Icterus auratus,-90.14028,18.60774,7,2018,2195436606,"c(-90.14028, 18.60774)",86,23.28333282470703,234,22,263,65.77235412597656,217.53611755371094,20.5,26.96666717529297,25.883333206176758
Icterus auratus,-90.78959,18.442036,6,2018,2176007876,"c(-90.78959, 18.442036)",64,23.266666412353516,236,22,306,63.91708755493164,216.63885498046875,19.700000762939453,27.483333587646484,25.83333396911621
Icterus auratus,-89.95346,20.5624,6,2018,2163111372,"c(-89.95346, 20.5624)",43,23.433334350585938,182,21,277,68.946929931640625,190.69796752929688,20.100000381469727,27.233333587646484,25.75
Icterus auratus,-89.94664,21.197931,10,2015,2159400622,"c(-89.94664, 21.197931)",1,23.433332443237305,120,14,211,66.82795715332031,187.07630920410156,15.5,27.21666717529297,25.28333282470703
Icterus auratus,-87.61656,21.266535,2,2018,2149928909,"c(-87.61656, 21.266535)",16,22.583332061767578,173,37,414,70.83332824707031,190.12506103515625,18.600000381469727,26.53333282470703,24.133333206176758
Icterus auratus,-89.135574,21.14144,5,2018,2145834243,"c(-89.135574, 21.14144)",9,22.933332443237305,161,19,318,67.6546401977539,199.56158447265625,19.400001525878906,27.116666793823242,25.233333587646484
Icterus auratus,-89.79083,20.877726,3,2018,2139646114,"c(-89.79083, 20.877726)",11,23.350000381469727,175,23,235,67.53022003173828,194.51962280273438,19.30000114440918,27.266666412353516,25.649999618530273
Icterus auratus,-88.07833,19.875566,2,2018,2138156207,"c(-88.07833, 19.875566)",6,23.700000762939453,201,38,437,71.19047546386719,171.47918701171875,17.5,27.16666603088379,25.200000762939453
Icterus auratus,-88.505005,20.572542,1,2018,2129319484,"c(-88.505005, 20.572542)",29,23.299999237060547,208,31,426,70.3795394897461,187.17800903320313,20.19999885559082,27.28333282470703,23.96666717529297
Icterus auratus,-88.26059,18.088333,2,2018,2127182123,"c(-88.26059, 18.088333)",17,23.75,237,35,529,66.47435760498047,164.5304412841797,13,27.21666717529297,25.350000381469727
Icterus auratus,-89.07745,19.546585,3,2018,2122829008,"c(-89.07745, 19.546585)",93,22.866666793823242,173,23,361,69.6223373413086,191.57638549804688,20.299999237060547,26.950000762939453,23.683334350585938
Icterus auratus,-90.24578,20.488922,12,2017,2119243094,"c(-90.24578, 20.488922)",4,24.483333587646484,164,14,226,70.83332824707031,172.12351989746094,19.200000762939453,27.899999618530273,26.616666793823242
Icterus auratus,-87.011826,20.86028,12,2017,2116183455,"c(-87.011826, 20.86028)",13,23.149999618530273,199,43,401,64.412994384765625,200.04689025878906,15.900001525878906,27.21666717529297,24.600000381469727
Icterus auratus,-87.366585,20.32,7,2017,2114937159,"c(-87.366585, 20.32)",9,23.66666603088379,208,35,387,69.07158660888672,165.43502807617188,14.899999618530273,27.03333282470703,25.016666412353516
Icterus auratus,-88.37376,18.246223,11,2017,2108223944,"c(-88.37376, 18.246223)",13,23.700000762939453,227,27,481,68.27586364746094,167.01702880859375,14.499998092651367,27.549999237060547,25.399999618530273
Icterus auratus,-88.33991,20.162416,3,2017,2075642004,"c(-88.33991, 20.162416)",31,23.350000381469727,197,32,388,70.43550872802734,182.39358520507813,19.899999618530273,26.816665649414063,23.91666603088379
Icterus auratus,-88.33407,18.772253,6,2017,2073072372,"c(-88.33407, 18.772253)",8,23.700000762939453,171,29,425,71.20690155029297,157.06768798828125,14.499998092651367,27.41666603088379,25.21666717529297
Icterus auratus,-88.20321,19.156773,5,2017,2072360949,"c(-88.20321, 19.156773)",15,23.866666793823242,203,37,467,73.268402099609375,155.29054260253906,15.399999618530273,27.100000381469727,25.266666412353516
Icterus auratus,-89.296715,20.746513,5,2017,2071452700,"c(-89.296715, 20.746513)",16,23,170,21,378,67.35772705078125,202.75514221191406,20.499998092651367,27.116666793823242,23.850000381469727
Icterus auratus,-87.10284,21.406637,5,2017,2071441144,"c(-87.10284, 21.406637)",7,22.733333587646484,188,36,403,68.08943176269531,200.854248046875,16.399999618530273,26.933334350585938,24.116666793823242
Icterus auratus,-88.53329,20.0372,5,2017,2052828510,"c(-88.53329, 20.0372)",32,23.33333396911621,188,24,391,70.10517883300781,188.2510223388672,20.600000381469727,27.366666793823242,23.33333396911621
Icterus auratus,-89.554634,18.616674,3,2017,2047445773,"c(-89.554634, 18.616674)",280,22.16666603088379,187,22,334,69.78609466552734,190.817626953125,18.700000762939453,25.616666793823242,24.44999885559082
Icterus auratus,-88.61478,20.899195,11,2013,2029324125,"c(-88.61478, 20.899195)",27,23.116666793823242,206,33,456,69.94046783447266,188.21481323242188,19.60000228881836,27.100000381469727,23.816667556762695
Icterus auratus,-90.100116,18.434014,11,1910,1987466128,"c(-90.100116, 18.434014)",180,22.883333206176758,232,25,270,66.75127410888672,208.87686157226563,19.69999885559082,26.58333396911621,25.28333282470703
Icterus auratus,-92.6313406,18.2798594,8,1998,1895177491,"c(-92.6313406, 18.2798594)",4,23.616666793823242,316,42,447,62.144309997558594,210.93003845214844,16.399999618530273,27.71666717529297,25.866666793823242
Icterus auratus,-88.938333,21.165,NA,1889,1895087416,"c(-88.938333, 21.165)",9,23.100000381469727,174,22,355,69.52991485595703,190.84091186523438,19.5,27.066665649414063,25.316667556762695
Icterus auratus,-88.923333,20.126667,4,1888,1895087362,"c(-88.923333, 20.126667)",38,23.083332061767578,207,27,418,68.81720733642578,199.05838012695313,21.69999885559082,27.21666717529297,23.899999618530273
Icterus auratus,-89.683056,19.325278,9,1996,1894446711,"c(-89.683056, 19.325278)",160,22.71666717529297,200,21,282,66.62621307373047,210.24295043945313,20.60000228881836,26.33333396911621,23.66666603088379
Icterus auratus,-89.34264,20.648642,2,2010,1789019283,"c(-89.34264, 20.648642)",17,22.96666717529297,179,24,264,67.26475524902344,205.13253784179688,20.899999618530273,27.049999237060547,23.850000381469727
Icterus auratus,-89.46444,19.297104,1,2000,1772921083,"c(-89.46444, 19.297104)",145,22.666667938232422,166,16,334,68.308074951171875,200.5007781982422,19.80000114440918,26.816665649414063,23.58333396911621
Icterus auratus,-90.84364,17.885935,11,2016,1772884884,"c(-90.84364, 17.885935)",62,23.733333587646484,256,30,355,64.21820831298828,209.55715942382813,19.400001525878906,27.766666412353516,26.30000114440918
Icterus auratus,-90.944565,18.760956,6,2005,1772390688,"c(-90.944565, 18.760956)",32,23.549999237060547,257,21,304,64.6701431274414,206.99693298339844,19.19999885559082,27.633333206176758,25.983333587646484
Icterus auratus,-87.122986,20.585365,4,2007,1749095404,"c(-87.122986, 20.585365)",12,23.58333396911621,219,35,422,64.597320556640625,187.0884246826172,14.899999618530273,27.333332061767578,25.03333282470703
Icterus auratus,-89.56204,20.813454,4,2016,1726304963,"c(-89.56204, 20.813454)",15,23.016666412353516,178,24,248,66.66666412353516,203.44569396972656,20.299999237060547,27.100000381469727,25.433334350585938
Icterus auratus,-88.81279,18.430832,1,2016,1715565766,"c(-88.81279, 18.430832)",122,22.41666603088379,185,22,477,72.30538177490234,164.95809936523438,16.700000762939453,26.366666793823242,24.21666717529297
Icterus auratus,-87.4681,19.97139,3,2005,1411541853,"c(-87.4681, 19.97139)",0,24.100000381469727,203,34,388,69.73380279541016,159.45159912109375,14.399999618530273,27.383333206176758,25.366666793823242
Icterus auratus,-87.845955,20.581902,12,2015,1402371656,"c(-87.845955, 20.581902)",24,23.08333396911621,177,43,365,71.4220962524414,181.76483154296875,18.400001525878906,26.649999618530273,23.516666412353516
Icterus auratus,-89.67097,18.037748,6,2003,1382318976,"c(-89.67097, 18.037748)",291,22.46666717529297,230,30,408,68.8255615234375,198.19068908691406,19.299999237060547,26.116666793823242,24.683334350585938
Icterus auratus,-89.80633,21.16142,7,2015,1378841832,"c(-89.80633, 21.16142)",3,23.316665649414063,135,18,247,65.944122314453125,195.99539184570313,17.299999237060547,27.516666412353516,25.5
Icterus auratus,-89.78169,19.498882,6,2015,1372760281,"c(-89.78169, 19.498882)",180,22.600000381469727,217,22,294,65.7317123413086,210.98748779296875,20.5,26.233333587646484,23.516666412353516
Icterus auratus,-87.725555,20.416368,5,2015,1369107753,"c(-87.725555, 20.416368)",12,22.983333587646484,188,42,406,71.1647720336914,181.44776916503906,17.600000381469727,26.649999618530273,24.5
Icterus auratus,-87.310875,20.394854,1,2015,1345961516,"c(-87.310875, 20.394854)",3,23.600000381469727,210,36,399,67.83332824707031,173.95741271972656,15.000001907348633,27.116666793823242,24.96666717529297
Icterus auratus,-86.900185,20.849388,3,2007,133962327,"c(-86.900185, 20.849388)",9,23.549999237060547,196,40,385,63.925437927246094,195.84312438964844,15.19999885559082,27.516666412353516,24.96666717529297
Icterus auratus,-88.78344,21.18358,4,1888,1291499594,"c(-88.78344, 21.18358)",7,23.21666717529297,193,27,407,69.914520263671875,186.18174743652344,19.500001907348633,27.133333206176758,25.333332061767578
Icterus auratus,-88.5965,20.518461,11,2005,1177134577,"c(-88.5965, 20.518461)",28,23.25,207,32,422,69.86863708496094,188.28773498535156,20.299999237060547,27.25,23.933332443237305
Icterus auratus,-87.68975,20.319553,5,2014,1175063690,"c(-87.68975, 20.319553)",25,23.08333396911621,186,40,397,71.10453033447266,175.8550262451172,16.900001525878906,26.683332443237305,24.5
Icterus auratus,-88.56931,20.67633,1,2014,1149675841,"c(-88.56931, 20.67633)",34,23.25,207,30,433,70.14925384521484,187.09500122070313,20.100000381469727,27.21666717529297,23.916667938232422
Icterus auratus,-87.65,20.8333,4,1949,1039606270,"c(-87.65, 20.8333)",26,22.91666603088379,187,43,451,71.58470153808594,184.24703979492188,18.299999237060547,26.649999618530273,24.450000762939453
